,Twitter Query: lang:es -filter:retweets -filter:replies @GobIzcalli,,,,,,,,,,,,,,,,,,,
10/04/2022 15:36,@12Parrafo,Párrafo 12/24,"La alcaldesa de @GobIzcalli , personal de Siemens Gamesa, rabajadores del Ayuntamiento y vecinos, participaron en el segundo Festival de las Buenas Acciones “Izcallimpio”, donde se realizaron trabajos de limpia en inmediaciones del Lago de Guadalupe.",1513254617412481037,https://m.facebook.com/story.php?story_fbid=364601842345324&id=100063865320724,https://pbs.twimg.com/media/FQAnDZtWQAU_IbY.jpg,,0,0,Twitter Web App,247,157,0,,10/1/2017,,,,,View
10/04/2022 13:43,@revista_pendulo,péndulo_revista,"Con gran afluencia se llevó a cabo en Izcalli, la segunda edición del “festival de las buenas acciones”.  @GobIzcalli",1513226296481882114,https://www.pendulonline.com/con-gran-afluencia-se-llevo-a-cabo-en-izcalli-la-segunda-edicion-del-festival-de-las-buenas-acciones/,,,0,0,Twitter for Android,1483,738,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
10/04/2022 13:06,@izcalliciudadan,izcalliciudadano,"Exactamente el día de votaciones, la alcalde de Cuautitlán Izcalli con oca a todo el personal del ayuntamiento a una jornada de limpieza. Esa gente no podrá participar en la #ConsultaPopular 😒 @KarlaFiesco @GobIzcalli RT @KarlaFiesco: Con gran participación ciudadana llevamos a cabo el Festival de las Buenas Acciones ""Izcallimpio II"" en Bosques del Lago. Agradezco a todas y todos por su participación para hacer de #Izcalli un mejor lugar para todos.",1513216813932457989,https://twitter.com/KarlaFiesco/status/1513215545973301250,pic.twitter.com/67e8WIfYKS,,0,0,Twitter for Android,6415,389,34,,2/6/2012,México,"Red ciudadana que marca la diferencia entre Indignos e Indignados, como decía Galeano. No doy RT a insultos.",,,View
09/04/2022 18:56,@ContinuamosMX,Continuamos Mx,"GOBIERNO MUNICIPAL INICIA INVESTIGACIÓN CONTRA PRESUNTO ACTO DE VIOLENCIA EN CONTRA DE UNA MUJER, EN IZCALLI  #Izcalli #CuautitlánIzcalli @GobIzcalli @KarlaFiesco",1512942585135968261,https://continuamos.mx/?p=35597,,,0,0,Twitter for iPhone,10721,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
09/04/2022 13:17,@ObservatorioM19,Observatorio Metropolitano,El @GobIzcalli investigará #acososexual por parte de un funcionario público de su administración @KarlaFiesco @SeMujerEdomex @AVGxEdomex @AlertaDeGenero @joannaftorres @AnaBalderasMx @soypacosantos @PacoRojasDip @JORGEGA90040118,1512857219997609990,http://bit.ly/38EuViu,,,0,0,Twitter for Android,318,915,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
09/04/2022 11:06,@Rivemons,Gustavo H.🇲🇽,"Hablar, es fácil discursos politiqueros! Nada más! Verdad presidenta @KarlaFiesco los hechos son totalmente diferentes la realidad es complicada! Es más es deprimente la realidad de @GobIzcalli RT @izcaheroes: Según en menos de 72 horas atendias las fugas de agua @KarlaFiesco del plato a la boca ....... #izcalli #Edomex",1512824295780626435,"https://twitter.com/izcaheroes/status/1512617228738482179
https://twitter.com/Netoman86/status/1512610906496282630",,,1,2,Twitter for iPhone,211,1025,2,,2/22/2011,C. Izcalli,"Preocupado por mi municipio amigo de los amigos, odio la hipocresia y las injusticias! Católico, seguidor del Cruz Azul.",,,View
09/04/2022 09:48,@EltrinarNoticia,El Trinar Noticias,@EltrinarNoticias Cuautitlán Izcalli abre convocatoria a la ciudadanía para participar en cabildo abierto  @GobIzcalli @RicardoNAyala1 #CuautitlánIzcalli,1512804758452506627,http://www.eltrinar.com.mx/cuautitlan-izcalli-abre-convocatoria-a-la-ciudadania-para-participar-en-cabildo-abierto/,https://pbs.twimg.com/media/FP6O2GtWYA8sciE.jpg,,0,0,Twitter Web App,244,1060,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
08/04/2022 22:43,@revista_pendulo,péndulo_revista,"Gobierno de Izcalli, inicia investigación de presunto acto de violencia contra una mujer.  @GobIzcalli",1512637189024272387,https://www.pendulonline.com/gobierno-de-izcalli-inicia-investigacion-de-presunto-acto-de-violencia-contra-una-mujer/,,,0,0,Twitter for Android,1483,738,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
08/04/2022 22:28,@revista_pendulo,péndulo_revista,Inicia @GobIzcalli investigación contra presunto acto de violencia presuntamente contra servidor público municipal.,1512633520191062018,,https://pbs.twimg.com/media/FP30K6KX0AQlPUl.jpg,,0,0,Twitter for Android,1483,738,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
08/04/2022 21:32,@tvmextv,TvMex,#TvMexNoticias Cuautitlán Izcalli abre convocatoria a la ciudadanía para participar en cabildo abierto @GobIzcalli @KarlaFiesco,1512619552768765956,,pic.twitter.com/wOKZFhgvfP,,8,8,Twitter for iPhone,1371,1973,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
08/04/2022 21:00,@Haparq2,Haparq2,"Que lamentable es enterarse a diario de hechos de sangre e inseguridad en #Izcalli. Nada cambia con el nuevo gobierno -a pesar de múltiples promesas de campaña-. Si no pueden con el paquete #Renuncien @KarlaFiesco @GobIzcalli RT @ObservatorioM19: #Inseguridad #Edomex Para terminar en mal día en #Izcalli, fue #baleado en la cabeza un repartidor de gas sobre la av. Chalma esq. La Venta, en #JardinesdelaHacienda, se espera al personal de @FiscaliaEdomex para el levantamiento del cuerpo @GobIzcalli @KarlaFiesco @CdmIzcalli",1512611483028447238,https://twitter.com/observatoriom19/status/1512602968398479360,pic.twitter.com/iTRTZVn56N,,0,0,Twitter for iPhone,812,1057,3,,3/17/2014,Cuautitlán Izcalli Edo. de Méx,Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.,http://www.haparq2.org,,View
08/04/2022 20:27,@ObservatorioM19,Observatorio Metropolitano,"#Inseguridad #Edomex Para terminar en mal día en #Izcalli, fue #baleado en la cabeza un repartidor de gas sobre la av. Chalma esq. La Venta, en #JardinesdelaHacienda, se espera al personal de @FiscaliaEdomex para el levantamiento del cuerpo @GobIzcalli @KarlaFiesco @CdmIzcalli",1512602968398479360,,pic.twitter.com/iTRTZVn56N,,1,7,Twitter for Android,316,914,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
08/04/2022 18:24,@ObservatorioM19,Observatorio Metropolitano,"#Izcalli La #manifestación de #ACME que empezó desde la mañana por presunto #acososexual contra 3 mujeres que no tenían una denuncia formal ante un MP, terminó con basura a la entrada del palacio de @GobIzcalli en días posteriores habría reunión con la alcaldesa @KarlaFiesco",1512572056528986115,,https://pbs.twimg.com/media/FP28Qx7X0AcztW_.jpg,,1,2,Twitter for Android,316,914,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
08/04/2022 16:51,@Ej_SanIsidro,Ejidal San Isidro,Hace unos instantes en la explanada de @GobIzcalli #izcalli #Edomex,1512548783451693056,,https://pbs.twimg.com/media/FP2nEq2XoAY12i0.jpg,,0,0,Twitter for Android,546,738,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
08/04/2022 16:45,@Ej_SanIsidro,Ejidal San Isidro,Te hablan @KarlaFiesco los de ACME. Que van a sacar la basura de @GobIzcalli @izcalliciudadan @izcaheroes @Haparq2 @Reinadee_izcali @InfonavitNort @CiudadanoAlvaro @AdyCentral01 @ObservatorioM19 @ya_malos @EdomexYa @DmxOficial @RePoRteRos123 @HalconOnce #izcalli #Edomex,1512547292724985857,,pic.twitter.com/vxoyD22oj6,,4,6,Twitter for Android,546,738,4,,5/2/2019,"Cuautitlán Izcalli, México",#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli,,,View
08/04/2022 10:59,@izcaheroes,Izcaheroes 🇲🇽,Tomen precauciones ya qué se encuentra cerrada Av Constitución con dirección al lago lirios a la altura del @GobIzcalli por manifestantes de ACME. #izcalli,1512460017697497093,,https://pbs.twimg.com/media/FP1WXW_XsA0Ee_6.jpg,,2,1,Twitter for Android,6739,6036,53,,10/6/2012,"Cuautitlán Izcalli, México","Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.",,,View
08/04/2022 10:47,@ObservatorioM19,Observatorio Metropolitano,"#ReporteVial Se manifiestan transportistas en Avenida Constitución, en Cuautitlán #Izcalli casi frente al palacio municipal de @GobIzcalli la afectación ya llega hasta carriles laterales de la autopista México-Querétaro, la fila de autos llega hasta la zona de #Cuamatla",1512456987308658689,,https://pbs.twimg.com/media/FP1TnUqWQAs8vYq.jpg,,1,1,Twitter for Android,315,913,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
08/04/2022 08:45,@ContinuamosMX,Continuamos Mx,CUAUTITLÁN IZCALLI ABRE CONVOCATORIA A LA CIUDADANÍA PARA PARTICIPAR EN CABILDO ABIERTO  #Izcalli #CuautitlanIzcalli #ParticipaciónCiudadana @KarlaFiesco @GobIzcalli,1512426461336162307,https://continuamos.mx/?p=35531,,,0,0,Twitter for iPhone,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
07/04/2022 23:37,@MAPIMO2,MAPIMO2,"También son dormitorios o sala estar ???. De estar haciéndose PENDEJOS, En vez de chambear, Modulo de La Quebrada, dónde la rata trabaja a sus anchas , mientras estos INÚTILES, Jugando a las escondidillas en el Modulo. Ni @SPublicaIzcalli ni @GobIzcalli , hacen nada .  RT @izcaheroes: @SPublicaIzcalli De qué sirve si los módulos dentro del territorio municipal se encuentran abandonados y son guaridas para delincuencia y drogadictos.. ustedes mismos fomentan la delincuencia indirectamente.",1512288529862250496,https://twitter.com/izcaheroes/status/1512287560869031938,"https://pbs.twimg.com/media/FPy6Z0ZVQAcxsau.jpg
https://pbs.twimg.com/media/FPy5hRAX0AImKi8.jpg",,2,4,Twitter for Android,2252,2232,39,,12/28/2014,,,,,View
07/04/2022 21:41,@12Parrafo,Párrafo 12/24,"Para dar voz a la ciudadanía, el cabildo de @GobIzcalli aprobó la convocatoria pública a la ciudadanía para participar en el Cabildo Abierto, a realizarse el próximo 28 de abril a las 11:00 horas en la comunidad de Santa María Guadalupe Las Torres",1512259250910810157,https://m.facebook.com/story.php?story_fbid=362728895865952&id=100063865320724,https://pbs.twimg.com/media/FPyfKjMX0AEOV-I.jpg,,0,0,Twitter Web App,246,157,3,,10/1/2017,,,,,View
07/04/2022 21:20,@tvmextv,TvMex,#TvMexNoticias Otorgan 150 becas de nivel licenciatura para elementos de Seguridad Pública en Cuautitlán Izcalli @GobIzcalli @KarlaFiesco,1512253931740712965,,pic.twitter.com/89mj9BJPPV,,9,9,Twitter for iPhone,1370,1973,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
07/04/2022 13:31,@den_025,Denisse Garcia,👏🏼 Fructífera reunión de @CANACINTRA_EMex con @pciviledomex y #Reciclagua. 🤝 El trabajo coordinado es el que nos permite generar las alianzas que de mayor movimiento a la economía del Estado. 💻 Unidad de atención empresarial del @GobIzcalli #DirecciónDesarrolloEconómico,1512135956614238222,,https://pbs.twimg.com/media/FPwvnLOVUBkCc-7.jpg,,0,0,Twitter for iPhone,830,229,4,,5/14/2012,Estado de Mexico,🤝 Unidad de Atención Empresarial del Gobierno municipal de #Izcalli 🦁 Club de Leones #Izcalli,,,View
07/04/2022 11:59,@VisionUrbanaMX,Visión Urbana,#EnVivo sigue la sesión de Cabildo de Cuautitlán #Izcalli encabezada por @KarlaFiesco presidenta municipal de @GobIzcalli Click en el enlace 👇🏻,1512112772225671173,https://fb.watch/ceQshtGHfX/,,,0,0,Twitter for iPhone,5792,5867,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
07/04/2022 10:43,@ContinuamosMX,Continuamos Mx,OTORGAN 150 BECAS DE NIVEL LICENCIATURA PARA ELEMENTOS DE SEGURIDAD PÚBLICA DE IZCALLI  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli,1512093750486568962,https://continuamos.mx/?p=35498,,,0,0,Twitter for iPhone,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
06/04/2022 22:07,@VisionUrbanaMX,Visión Urbana,"Cuautitlán #Izcalli En convenio con el Instituto Universitario en Formación Integral, el Gobierno Municipal otorgará becas de hasta el 100% para que uniformados continúen con su preparación  @GobIzcalli @KarlaFiesco",1511903586631962624,https://vision-urbana.com.mx/policias-de-izcalli-recibiran-150-becas-para-cursar-licenciatura/,,,0,0,TweetDeck,5792,5867,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
06/04/2022 20:23,@ArturoOscoy,Arturo Contreras,Becan a 150 policías de #Izcalli para que estudien licenciatura Toda la información sobre el convenio del @GobIzcalli 👇🏽,1511877283056865285,https://el-corresponsal.com/becan-a-150-policias-de-izcalli-para-que-estudien-licenciatura/,,,0,1,Twitter for Android,196,771,2,,7/30/2012,Edomex,Trabajando en lo que más me gusta.,http://www.el-corresponsal.com,,View
06/04/2022 19:19,@EltrinarNoticia,El Trinar Noticias,Creación de la Policía Intermunicipal permitirá brindar paz social y disminuir los índices de violencia en los límites territoriales de cuatro municipios  @GobIzcalli #CuautitlánIzcalli @KarlaFiesco @AyuntamientoNicolasRomero @Pedro_RVillegas,1511861198186156032,http://www.eltrinar.com.mx/creacion-de-la-policia-intermunicipal-permitira-brindar-paz-social-y-disminuir-los-indices-de-violencia-en-los-limites-territoriales-de-cuatro-municipios/,pic.twitter.com/y64ZWKJMwu,,0,0,Twitter Web App,243,1060,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
06/04/2022 17:10,@luis_journalist,LUIS ROCHA / Política y Estilo,"Daniel Serrano Palacios, destaca el trabajo de los ediles en el cabildo de @GobIzcalli, para detectar las anomalías en el Plan de Desarrollo Municipal.  / #Edomex @daniel_ser @KarlaFiesco @MAGPilloni @MarcoARamirezMx @XochitlZagalMX @AgustinVaMx",1511828825369415681,https://www.luisrochanoticias.com/post/gobierno-izcallense-debe-ser-profesional-en-la-elaboraci%C3%B3n-de-documentos-Daniel-Serrano-palacios,,,10,7,Twitter for Android,5508,4676,66,,7/25/2009,Edomex,"#Edomex Cruz Azul ⚽ periodista 👊🏻 crítico 🤬, ácido 👽, no me soportan los políticos corruptos 🤣. La Luna 🌛 es mi fuente de poder y energía.",http://www.luisrochanoticias.com,,View
06/04/2022 15:35,@revista_pendulo,péndulo_revista,Cuautitlán Izcalli otorga 150 becas a nivel licenciatura a policías municipales  @GobIzcalli #Seguridad,1511804790417899532,https://www.pendulonline.com/cuautitlan-izcalli-otorga-150-becas-a-nivel-licenciatura-a-policias-municipales/,,,0,0,Twitter for Android,1483,738,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
06/04/2022 13:53,@MorralArturo,Arturo Del Morral 💤,Cómo va su tarde raza de #izcalli ? Desde el baño de @GobIzcalli los leeo 😎,1511779088087797768,,https://pbs.twimg.com/media/FPrrEYAWYAU4f9D.jpg,,0,0,Twitter for Android,161,310,0,,1/19/2022,"Las Vegas, NV",Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli,,,View
06/04/2022 13:07,@EltrinarNoticia,El Trinar Noticias,"@EltrinarNoticias Cuautitlán Izcalli, Atizapán, #Tlalnepantla y Nicolás Romero unidos contra la inseguridad  @GobIzcalli #CuautitlánIzcalli @KarlaFiesco @AyuntamientoNicolasRomero #ArmandoNavarreteLópez #NicolásRomero #C4Atizapán @Pedro_RVillegas",1511767659481747470,http://www.eltrinar.com.mx/atizapan-de-zaragoza-y-municipios-vecinos-crean-la-policia-intermunicipal/,https://pbs.twimg.com/media/FPreZ-PVEAEc9pS.jpg,,0,0,Twitter Web App,243,1060,3,,4/21/2017,,Sitio web de noticias y medios de comunicación,http://www.eltrinar.com.mx,,View
06/04/2022 09:52,@ContinuamosMX,Continuamos Mx,"CUAUTITLÁN IZCALLI, ATIZAPÁN, TLALNEPANTLA Y NICOLÁS ROMERO UNIDOS CONTRA LA INSEGURIDAD  #PolicíaIntermunicipal #Izcalli #CuautitlánIzcalli #Atizapán #Tlalnepantla #NicolásRomero @KarlaFiesco @GobIzcalli @Gob_Tlalne @GobAtizapan @GobiernoNicolas",1511718458672795653,https://continuamos.mx/?p=35431,,,0,0,Twitter for iPhone,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
06/04/2022 08:39,@AntonioCataro59,Antonio Estudillo.,"Esto es para ustedes @Edomex @SEMOV_Edomex @alfredodelmazo @MorenajeIzcalli @Morena_Izcalli @PRI_EDOMEX @panizcalli @GobIzcalli RT @dloisga: “Si quieres resolver la movilidad tienes que lograr que la gente viva y trabaje en distancias cortas. Cultura, teatro y museos pueden estar en el centro, pero colegio, deporte y compras tienen que estar cerca: es la vida de barrio la que salvará la ciudad""",1511700236959375362,"https://twitter.com/dloisga/status/1511647501799018503
https://elpais.com/elpais/2018/08/31/eps/1535729785_455010.html",,,0,1,Twitter for Android,639,578,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
05/04/2022 21:48,@tvmextv,TvMex,#TvMexNoticias Atizapán de Zaragoza y municipios vecinos crean la policía intermunicipal @GobAtizapan @Gob_Tlalne @GobIzcalli @GobiernoNicolas @SS_Edomex,1511536311496232961,,pic.twitter.com/hWoFNxq2iW,,8,8,Twitter for iPhone,1370,1973,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
05/04/2022 17:06,@ObservatorioM19,Observatorio Metropolitano,La #PolicíaIntermunicipal entre @GobAtizapan @GobIzcalli @GobiernoNicolas y @Gob_Tlalne Busca beneficiar a más de 2 millones de habitantes @Pedro_RVillegas @KarlaFiesco @TonyRodriguezMX y @NlArmando,1511465432447918082,http://bit.ly/3r5Iaz0,,,0,1,Twitter for Android,315,913,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
05/04/2022 14:18,@GobiernoNicolas,Gobierno Municipal de Nicolás Romero,"Se firmó el convenio para crear la Policía Intermunicipal que permitirá unir esfuerzos con @GobAtizapan, @Gob_Tlalne y @GobIzcalli para actuar de manera coordinada. Trabajando unidos daremos mejores resultados para beneficio de más de 2 millones de habitantes de los 4 municipios.",1511423010217017347,,https://pbs.twimg.com/media/FPmnKHyXMAYCtD2.jpg,,1,7,Twitter Web App,3065,6,11,,1/4/2019,"Nicolás Romero, México",Bienvenido a la cuenta oficial del H. Ayuntamiento de Nicolás Romero 2022-2024. Aquí podrás mantenerte informado y en comunicación con tus autoridades.,,,View
05/04/2022 14:11,@NuestraZona_,@NuestraZona,#NZinforma Crean Policía Intermunicipal @Gob_Tlalne @GobAtizapan @GobiernoNicolas y @GobIzcalli @SS_Edomex y @GN_MEXICO_ contra delito en límites @TonyRodriguezMX @Pedro_RVillegas . . . #Edomex #Tlalnepantla #AtizapánDeZaragoza,1511421306629206019,http://nuestra-zona.com/inicia-policia-intermunicipal-edomex-con-4-municipios/,,,0,0,Twitter Web App,808,2034,9,,10/17/2016,Estado de México,Medio de información multimedia del Valle de México,http://www.nuestra-zona.com,,View
05/04/2022 13:46,@revista_pendulo,péndulo_revista,Firman convenio para la puesta en funciones de la primer policía intermunicipal en el #Edomex participan los gobiernos de @GobAtizapan @GobiernoNicolas @Gob_Tlalne @GobIzcalli @SS_Edomex,1511415033758208001,,https://pbs.twimg.com/media/FPmf9qfVUAQ8TLL.jpg,,0,0,Twitter for Android,1483,738,7,,2/23/2010,México,Cuenta Oficial de la Revista Péndulo.,http://www.pendulonline.com,,View
05/04/2022 00:30,@VisionUrbanaMX,Visión Urbana,Cuautitlán #Izcalli El gobierno municipal seguirá con la rehabilitación de espacios para que pequeños izcallenses acudan a realizar actividades recreativas y de educación vial  @GobIzcalli @KarlaFiesco,1511214738440699907,https://vision-urbana.com.mx/ciclopista-infantil-nancy-contreras-reabre-sus-puertas-en-izcalli/,,,0,1,TweetDeck,5792,5867,41,,5/28/2010,Valle de México,Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX,http://www.vision-urbana.com.mx,,View
04/04/2022 21:16,@tvmextv,TvMex,#TvMexNoticias Cuautitlán Izcalli impulsa el desarrollo de estudiantes con discapacidad a través de educación inclusiva @GobIzcalli @KarlaFiesco,1511165870248271874,,pic.twitter.com/ODCY2uwVT9,,9,10,Twitter for iPhone,1370,1973,10,,11/26/2013,México,"Canal Digital que produce contenido informativo, de orientación y entretenimiento. #LaTvDeHoy",http://www.tvmex.tv,,View
04/04/2022 16:05,@MAPIMO2,MAPIMO2,"Ccp @SPublicaIzcalli , @GobIzcalli . La rata a todo lo qué da en La Quebrada, y sus angelitos cubriéndose del sol , o de ser vistos durmiendo o como acostumbran perdidos en el celular. Ahora entiendo porqué nunca ven robos , asaltos y demás delitos. Se agradece el R. T .",1511087605517066240,,https://pbs.twimg.com/media/FPh2I8NVIAYBrs3.jpg,,5,3,Twitter for Android,2252,2232,39,,12/28/2014,,,,,View
04/04/2022 16:01,@MAPIMO2,MAPIMO2,"Ccp @SPublicaIzcalli , @GobIzcalli . Este sistema de blindaje en el módulo de La Quebrada sobre Avenida La Quebrada esquina Ave de La Luz , lo realizo el gobierno del Municipio. Para cuidar a los super elementos , o es para que se puedan dormir en horas de trabajo . R. T .",1511086656933269505,,https://pbs.twimg.com/media/FPh1Rw-VUAMZHui.jpg,,3,3,Twitter for Android,2252,2232,39,,12/28/2014,,,,,View
04/04/2022 14:52,@MagieeSS,Maggie🦋♈🇲🇽,"Ya cortaron el pasto-hierba seca del parque q está detrás de la secundaria Sor Juana... Gracias...pero no se llevaron la basura, y el problema es q la gente ""puerquita"" ya está empezando a ir a dejar su basura... @KarlaFiesco @GobIzcalli",1511069286802108430,,,,0,0,Twitter for Android,2242,1814,1,,6/17/2021,México,"Sé una buena persona en la vida real, no solo en redes sociales...✌🏻",,,View
04/04/2022 14:14,@ContinuamosMX,Continuamos Mx,"EN EL MES DE LA NIÑEZ, REABREN LA CICLOPISTA NANCY CONTRERAS EN IZCALLI  #Izcalli #CuautitlanIzcalli @KarlaFiesco @GobIzcalli",1511059583028154378,https://continuamos.mx/?p=35400,,,0,0,Twitter for iPhone,10724,8958,78,,12/27/2010,México,Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx,http://www.continuamos.mx,,View
03/04/2022 23:13,@ObservatorioM19,Observatorio Metropolitano,"Esperemos que la @jcedomex o el @GobIzcalli de @KarlaFiesco asignen personal para repararlo, conforme si les toca o no RT @encuarentonado: Hola @GobIzcalli @Edomex podrían arreglar este súper bache que tratamos de esquivar diariamente y que lleva aprox 1 año???",1510832965907005445,https://twitter.com/encuarentonado/status/1510356034568826882,pic.twitter.com/vtOwzOEi8Z,,2,10,Twitter for Android,315,913,5,,6/20/2020,"Cuautitlán Izcalli, México",Periodismo crítico en el Valle de México,,,View
03/04/2022 19:48,@AtizapunkOff,Atizapunk_Oficial,A casi 100 días de gobierno no han podido bachear avenidas principales de @GobIzcalli. Los de @Edomex ya van de salida y tienen extremadamente descuidado el Estado. RT @encuarentonado: Hola @GobIzcalli @Edomex podrían arreglar este súper bache que tratamos de esquivar diariamente y que lleva aprox 1 año???,1510781249861861378,https://twitter.com/encuarentonado/status/1510356034568826882,pic.twitter.com/vtOwzOEi8Z,,2,2,Twitter for iPhone,9,26,0,,1/5/2022,,"Difusión de noticias, denuncias, solicitudes y temas de interés general en Atizapán de Zaragoza y alrededores.",,,View
03/04/2022 17:00,@sferaPolitica,Sfera Política,"📄🙋🏻‍♀️ @GobIzcalli , SEDE DE LA FIRMA DE CONVENIO DEL PROGRAMA JORNADAS ITINERANTES",1510738915526778883,https://tinyurl.com/58527zpf,,,0,0,TweetDeck,7155,1661,86,,11/5/2010,México,"La mejor información, rápida, veraz y confiable de lo que sucede en Acción Nacional http://facebook.com/SferaPolitica",http://www.sferapolitica.com,,View
03/04/2022 16:41,@Haparq2,Haparq2,"Quien haría la “reparación” @OperaguaIzcalli @GobIzcalli? Se quedará así??? #Izcalli RT @Ej_SanIsidro: #DenunciaCiudadana Pensaba reportar que en Av. Hacienda Xalpa, @Haparq2 a la altura de la Planta de Tratamiento de Aguas la coladera esta sumida, aparte de peligrosa, pero ya la arreglaron 🤣 #izcalli #Edomex",1510734253323177986,https://twitter.com/Ej_SanIsidro/status/1510713216497823747,https://pbs.twimg.com/media/FPcf2yVX0AggDc7.jpg,,2,2,Twitter for iPhone,812,1055,3,,3/17/2014,Cuautitlán Izcalli Edo. de Méx,Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.,http://www.haparq2.org,,View
03/04/2022 14:17,@AntonioCataro59,Antonio Estudillo.,"Entre @REMEMOS_Edomex @Edomex @alfredodelmazo @SEMOV_Edomex @PRI_EDOMEX @Morena_Izcalli @Gob_Tlalne @GobAtizapan @BosquesdelLago @panizcalli @GobIzcalli @MorenajeIzcalli , constructoras y concesionarios del transporte se lo han acabado. No existe desarrollo urbano sostenible. RT @Antropocenista: Aquí el día en que algunos países llegan a su Día de Deuda Ecológica 2022. Este es el día que ha agotado su presupuesto de la naturaleza y vive de crédito (y recurre a importaciones de recursos de otros países). Apenas es abril y algunos países ya agotaron su presuespo.",1510698075626643462,https://twitter.com/Antropocenista/status/1510666558065954820,https://pbs.twimg.com/media/FPb25scVQAYu40f.jpg,,0,0,Twitter for Android,639,578,14,,6/28/2012,www.elpoderdelapalabra.com.mx,"Profesor de economía y practicante de aikido. Gusto por la literatura, jazz, rock progesivo. Y triatleta, ya qué.🏊🚴🏃",http://todo-esta-en-todo.webnode.mx,,View
