Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12284;297;43;FALSE;21/12/2009;🚨🚔 Policías municipales de #Izcalli detuvieron a 2 sujetos por el probable delito de robo a transporte de carga, tras una persecución en la lateral de la México-Querétaro. De acuerdo a reportes, los presuntos ladrones habrían robado dos camionetas de la empresa #Coppel.;Twitter for Android;FALSE;
Paco Rojas;Cuautitlán Izcalli;Soy Paco Rojas, nacido en el hermoso Pueblo de San Lorenzo Rio Tenco y orgulloso Izcallense, Diputado Local por el Dto. 43 LXI Legislatura;22/11/2020;403;131;2;FALSE;22/11/2020;El día de ayer realizamos la Jornada de Poda y Limpia en la Colonia San Antonio #Izcalli 🍃🌳🧹 Gracias a nuestros amigos de Vecinos En Acción y a los vecinos que salieron de sus casas para unirse a esta jornada que busca mantener nuestros espacios en mejores condiciones.;Twitter for iPhone;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12281;297;43;FALSE;21/12/2009;😷👉🏻 De los enfermos por #COVID19 en #Izcalli, el 80% logró recuperarse De los 19 mil 280 casos confirmados que tiene Cuautitlán Izcalli por #covid19, se han recuperado 15 mil 534 izcallenses desde que inició la pandemia, esto al corte del 24 de abril.;Twitter Web App;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6803;6059;52;FALSE;6/10/2012;Pues estaban dando show los bomberos y los policías en el circo de @karlafiesco #izcalli #somosfuturo RT @ebutze: @KarlaFiesco @izcaheroes @pizcalli Se incendió cuarto de lavado del vecino NUNCA llegó protección civil solo @SS_Edomex a dar fe de lo acontecido y levantar su informe GRACIAS POR NADA @KarlaFiesco;Twitter for Android;FALSE;
hola_atizapan;Tu voz , es nuestra voz!;El portal Informativo de Atizapán de Zaragoza y el Estado de Mexico;18/6/2013;20598;41;66;FALSE;18/6/2013;"#ReporteCiudadano #Atizapan ""Parada la #Chamapa-Lecheria en dirección a #Izcalli""(SIC)";Twitter for Android;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;503;1;FALSE;18/1/2022;Buenos días fans, ya me levanté, nada más me chingo unos jotcakes y empiezo a publicar pendejadas y barrer. Buen día. #izcalli;Twitter for Android;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12280;297;43;FALSE;21/12/2009;"🚨⚠️ La mañana de este lunes, vecinos del Fraccionamiento San Antonio #Izcalli reportaron a las autoridades la caída de un vehículo color rojo al río Cuautitlán. Los hechos ocurren a la altura de la avenida Nopaltepec; se desconoce si iba tripulado.";Twitter for Android;FALSE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;160;311;0;FALSE;19/1/2022;Buenossss diassss!!!! @warkentin @jrisco @asilascosasw ya dejamos a los engendros en la escuela!!! Saludos desde #Izcalli;Twitter for Android;FALSE;
Alejandro Mtz Tinoco;Estado de México ;Izcallense,Biólogo, Abogado, Puma de Corazón.;18/5/2010;1470;915;8;FALSE;18/5/2010;Buenossss diassss!!!! @warkentin @jrisco @asilascosasw ya dejamos a los niños en la escuela!!! Saludos desde #Izcalli;Twitter for Android;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6801;6062;52;FALSE;6/10/2012;Cómo si esto ayudará a mejorar el problema de inseguridad en #izcalli solo fue un show de medio tiempo mientras los delincuentes esta tarde asaltaron la tienda coppel en plaza Arkana. RT @KarlaFiesco: Qué gran gusto es compartir con la ciudadanía en estos eventos con los que buscamos unificarnos como izcallenses. ¡Gracias por estar presentes! #IzcalliSeguro #SomosFuturo;Twitter for Android;FALSE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8878;3045;38;FALSE;1/7/2010;⚠️📢🚨 Reportan accidente entre un vehículo y una moto en las Auroritas, Cuautitlán #Izcalli.;Twitter for Android;TRUE;
HOME;;;22/10/2012;375;255;4;FALSE;22/10/2012;Sra. @KarlaFiesco favor de atender. Quiénes son? Por qué visten de civil? Por qué NO portan gafete? Quién dió la orden? Por qué un civil porta armas? Por qué amedrentan a los ciudadanos?Dónde se reportan estas anomalias? #Izcalli RT @Ej_SanIsidro: #DenunciaCiudadana 🛑 Paso anoche a las 8:26 pm. Cuidado con estos tipos, nos pararon en calle Minerva, col Ensueños, #Izcalli fingiendo una revisión, estaban armados, gracias a una patrulla que justo pasó y nos dieron su apoyo @SPublicaIzcalli @C5Edomex @SS_Edomex #Edomex;Twitter for Android;TRUE;
Fofeando en Bici;Cuautitlán Izcalli, México;Ciudadano de #Izcalli y #EdoMex. Miembro fundador y coordinador de políticas publicas de @BiciVerde🚲 Trabajo actualmente y con mucha pasión en @Sika_Mexicana🔺;20/11/2017;510;1164;8;FALSE;20/11/2017;Una forma de involucrarnos en lo que hace o no hace el gobierno local en #Izcalli es el “Cabildo Abierto “ mañana último día para inscribirse. Los participantes serán sorteados, para participar sólo te piden el INE y el tema participante.;Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12279;297;43;FALSE;21/12/2009;🚨⚠️ Dos hombres armados irrumpieron en la sucursal Coppel ubicada en Plaza Arkana Norte #Izcalli para asaltar el área de banco. Ambos usaban cubrebocas y gorras para ocultar sus rostros de las videocámaras de vigilancia. De acuerdo a reportes, lograron escapar en motocicletas.;Twitter for Android;TRUE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;504;1;FALSE;18/1/2022;Recuerdo que hace algunas décadas di mi primer beso con quien creí sería el amor de mi vida en las micheladas de el mercado del Carmen. Hoy parte de mí murió para siempre. #izcalli;Twitter for Android;FALSE;
Continuamos Mx;México;"Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx";27/12/2010;10723;8958;78;FALSE;27/12/2010;ACERCAN PROGRAMAS DE PROTECCIÓN CIVIL Y SEGURIDAD A LA POBLACIÓN INFANTIL DE IZCALLI  #Izcalli #ProtecciónCivil #CuautitlanIzcalli @KarlaFiesco @GobIzcalli;Twitter for iPhone;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;556;750;4;FALSE;2/5/2019;#DenunciaCiudadana 🛑 Paso anoche a las 8:26 pm. Cuidado con estos tipos, nos pararon en calle Minerva, col Ensueños, #Izcalli fingiendo una revisión, estaban armados, gracias a una patrulla que justo pasó y nos dieron su apoyo @SPublicaIzcalli @C5Edomex @SS_Edomex #Edomex;Twitter Web App;TRUE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5795;5866;41;FALSE;28/5/2010;"Cuautitlán #Izcalli Niñas y niños izcallenses aprendieron y se divirtieron con las actividades del programa ""Bombero por Un Día"" 👇 @GobIzcalli @KarlaFiesco";TweetDeck;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;556;750;4;FALSE;2/5/2019;Atención vecinos 🦮 Adiestramiento canino hoy 24 a las 16hrs en el Deportivo de Luis Echeverria. *Se imparten clases de obediencia. *Control de malos habitos y rechazo de alimentos. Para mayores informes al 5540274499 o por Fb  #izcalli #Edomex;Twitter Web App;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8878;3045;38;FALSE;1/7/2010;👨‍👩‍👧‍👦🥤🌮 ¡Último día de vacaciones! Trae a tus hijos a jugar a Safari Izcalli y a comer rico. 📍 Están ubicados en Av. Chopos 200, esquina con Jorge Jiménez Cantú, colonia Arcos del Alba, Cuautitlán #Izcalli.;Twitter for Android;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5866;41;FALSE;28/5/2010;"Cuautitlán #Izcalli Vecino de Xhala, podrás llevar a tu mascota a esterilizar de forma gratuita este miércoles 27 de abril; servicios que estará ofreciendo el diputado local Paco Rojas. ¡Aprovecha! @PacoRojasDip";TweetDeck;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;556;749;4;FALSE;2/5/2019;#ServicioALaComunidad Se solicita de su apoyo para localizar a GÉNESIS ANAYENSY SOTO DIAZ, fue vista por última vez en calles del Rosario, Cuautitlán #Izcalli Cualquier información comunicarse a los números de emergencias. #Edomex #ProtocoloAlba #AlertaAmber;Twitter Web App;TRUE;
Vía Buenos Aires;Cuautitlán Izcalli, México;Restaurante argentino especializado en cortes de carne. Calzada de Guadalupe No. 7, Plaza Cuamatla. Teléfono: 58767786.;15/4/2014;1729;19;5;FALSE;15/4/2014;Aquí te alegramos tu corazoncito ☺️🍷🍷 #Wine #winelovers #vino #vinotinto Cuautitlán #Izcalli;TweetDeck;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;556;749;4;FALSE;2/5/2019;Buenos días vecinos de #EjidalSanIsidro Se les hace la cordial invitación para que asistan a la asamblea este domingo 24 de Abril a las 3:00 pm de la tarde a un lado de la iglesia es muy importante su asistencia para tratar asuntos relacionados con la colonia. #Izcalli;Twitter Web App;FALSE;
josue jiménez;;De temperamento un tanto alegre e impaciente con apariencia seria y circunspecta.;26/1/2012;203;627;1;FALSE;26/1/2012;Ya basta de fotos y reuniones, queremos acciones!. Propongo hacer una “vaquita” para imprimir en lonas esta imagen y colocarlas en diferentes puntos de #izcalli. A ver si así se ponen a trabajar.;Twitter for iPhone;TRUE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6799;6062;52;FALSE;6/10/2012;La triste realidad de Cuautitlán #izcalli qué a algunos les molesta y quieren ocultar. RT @EslyCarraro: Me tocó a mí @KarlaFiesco. Ya soy parte de la estadística de robos en el #EstadoDeMéxico. Es increíble que –en cuestión de segundos– te den un cristalazo y saquen tu computadora del carro en lo que bajas al cajero automático a sacar un poco de dinero, dinero del arduo trabajo.;Twitter for Android;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;555;749;4;FALSE;2/5/2019;#DenunciaCiudadana Hace unos momentos a la altura de Galerías Perinorte Aveo color Gris. #izcalli #Edomex;Twitter Web App;FALSE;
Haparq2;Cuautitlán Izcalli Edo. de Méx;Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.;17/3/2014;816;1068;3;FALSE;17/3/2014;#Izcalli en el lugar 40 de los municipios con mayor población que usa silla de ruedas. En la mayoría de los calles, las aceras están invadidas, son intransitables o inexistentes. Y el número de usuarios en aumento. Que hacer @KarlaFiesco @GobIzcalli? 👵🏻👨🏽‍🦳♿️ #MovilidadAccesible RT @AlcaldesMexico: ➡ En este ranking te presentamos los municipios con mayor población con movilidad limitada. Accede al ranking completo en la #RevistaAlcaldesMx;Twitter for iPhone;TRUE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6794;6062;52;FALSE;6/10/2012;Buscan al dueño de gatito 🐱 #izcalli #Edomex 🐾🐾🐾🐾🐾🐾 RT @alma_er94: Este gatito lleva 1 semana viniendo a mi casa en Paseo de los jardines, se ve de casa porque tiene collar como podrán ver en la fotos. @izcaheroes me ayudan con RT para encontrar a sus dueños? 🤍;Twitter for Android;TRUE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5866;41;FALSE;28/5/2010;"Cuautitlán #Izcalli Con la finalidad de tener proximidad social y dar a conocer a la ciudadanía el trabajo de los elementos de la Coordinación Municipal de Protección Civil , se organizó: ""Bombero por un Día"" en las instalaciones del Parque Industrial Cuamatla.";Twitter for iPhone;FALSE;
Municipales;EdoMex;Comunicados Municipales;26/2/2013;1085;1912;5;FALSE;26/2/2013;EN CUAUTITLÁN #IZCALLI ACERCAN PROGRAMAS DE PROTECCIÓN CIVIL Y SEGURIDAD A LA POBLACIÓN INFANTIL;WordPress.com;FALSE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;161;312;0;FALSE;19/1/2022;Ya denle a este cabron sus diazepam y se saque a dormir. #izcalli RT @Fofeando_ando: Dejare esta imagen por aquí y me retiraré lentamente…#Izcalli;Twitter for Android;FALSE;
Gobierno Municipal de Cuautitlán Izcalli;;Twitter oficial | Ayuntamiento de Cuautitlán Izcalli | 2022-2024. https://cuautitlanizcalli.gob.mx/wp-content/uploads/pdf/003_COMUNICACION-SOCIAL.pdf;23/10/2020;7055;34;29;FALSE;23/10/2020;Continuamos recuperando espacios públicos para brindar entornos seguros a las y los izcallenses. Trabajamos por un #Izcalli más limpio. #SomosFuturo;Twitter for iPhone;TRUE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;331;504;1;FALSE;18/1/2022;"Estuve presente en el evento ""Un Día con tu Puerco"" en la colonia Lomas de Cuautitlán. Agradezco la participación de los elementos de @SPublicaIzcalli para enseñar a chicos y grandes como extorsionar y ganarse un dinero extra #SomosFuturo #Izcalli";Twitter for Android;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6794;6062;52;FALSE;6/10/2012;Pero todavía algunos locos se atreven a defender a la administración de @KarlaFiesco #izcalli RT @asesorlegal911: @izcaheroes @KarlaFiesco Ayer en 2 ocasiones vecinos pidieron patrulla para q le dijeran a los del corazón de chocolate q le bajaran a su desmadre q hacen cuando cierran y la patrulla como siempre nunca llegó @SegCIzcalli, el dueño tiene vara alta con el @PRI_Izcalli y @PacoRojasDip para eso me gustaban;Twitter for Android;FALSE;
Fofeando en Bici;Cuautitlán Izcalli, México;Ciudadano de #Izcalli y #EdoMex. Miembro fundador y coordinador de políticas publicas de @BiciVerde🚲 Trabajo actualmente y con mucha pasión en @Sika_Mexicana🔺;20/11/2017;509;1162;8;FALSE;20/11/2017;Dejare esta imagen por aquí y me retiraré lentamente…#Izcalli;Twitter for iPhone;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;555;748;4;FALSE;2/5/2019;#ServicioALaComunidad Se solicita de su apoyo para localizar a MONSERRAT NAARAI ROMERO SANCHEZ, fue vista por última vez en calles de Paseo de Izcalli, Cuautitlán #Izcalli Cualquier información comunicarse a los números de emergencias. #Edomex #ProtocoloAlba;Twitter Web App;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12274;297;43;FALSE;21/12/2009;#ReporteVial Tránsito lento en carriles centrales de la autopista México-Querétaro por accidente en #Tlalnepantla, antes de Lago de Guadalupe. La afectación vial ya llega a #Izcalli. Tomen sus precauciones.;Twitter for Android;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12274;297;43;FALSE;21/12/2009;🚒👩‍🚒 Fomentan cultura de protección civil en niñez de #Izcalli Detalles:;Twitter Web App;FALSE;
🅒-🅝🅘🅚🅚🅞 🇷🇺;;;11/6/2014;219;338;0;FALSE;11/6/2014;Ahora resulta que toda la inseguridad es una PERCEPCIÓN tuitera! #izcalli;Twitter for Android;TRUE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;555;747;4;FALSE;2/5/2019;Ojo amigos ciclistas @Fofeando_ando @BicireporteraDF @adriangatillo @Biciverde hay operativo en #Izcalli #Edomex;Twitter Web App;TRUE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;845;1214;1;FALSE;31/12/2020;No puedo entender como existe izcallenses qué todavía tratan de justificar la ineficiencia de @karlafiesco y la defienden, en lo personal creo son estúpidos al meter las manos por una estúpida qué no sabe de su mísera existencia. #izcalli;Twitter for Android;FALSE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;845;1214;1;FALSE;31/12/2020;"Una cosa es ""gobernar"" desde Twitter y Facebook, y otra muy diferente es la realidad en las calles. Les quedo muy grande el cargo a @karlafiesco #izcalli #somosfuturo #edomex";Twitter for Android;FALSE;
Sirg Ramirez;;#asicsomos #soymaratonista #soyciclista #salomonmexico #nikerun;20/12/2021;62;910;0;FALSE;20/12/2021;#izcalli @SS_Edomex @SPublicaIzcalli Apoyo por favor un viejo gandalla anda en Moto en el Lago de los Lirios Urge su ayuda y es muy grosero!;Twitter for Android;TRUE;
Vía Buenos Aires;Cuautitlán Izcalli, México;Restaurante argentino especializado en cortes de carne. Calzada de Guadalupe No. 7, Plaza Cuamatla. Teléfono: 58767786.;15/4/2014;1729;19;5;FALSE;15/4/2014;¡Partidazos de la penúltima jornada de la #LigaMX completamente en vivo desde nuestras pantallas! Cuautitlán #Izcalli #ComidaArgentina #restaurantes;TweetDeck;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;555;747;4;FALSE;2/5/2019;JORNADA ESPECIAL SÁBADO 23 y DOMINGO 24 DE ABRIL. #izcalli #Edomex #vacunacioncovid19;Twitter Web App;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;554;746;4;FALSE;2/5/2019;Nos comparten la siguiente foto del Arcoiris en Price Shoes Perinorte. #izcalli #Edomex;Twitter Web App;TRUE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;161;312;0;FALSE;19/1/2022;Chinguen a su madre los Ucranianos fascistas neonazis y toda la bola de pendejos que los defendian y hasta ponen la bandera en el avatar, poco a poco los van exhibiendo como la cagada que son. #izcalli RT @IrinaMar10: El contexto: Las tropas aliadas de Rusia y RPDL continúan su ofensiva en Slavyansk y Kramatorsk, y desde el lado de Izyum otro grupo de tropas avanza hacia ellas. En la foto, la unidad destruida en la dirección a Slavyansk, los militares aliados los enterraron en el cementerio.;Twitter for Android;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;554;746;4;FALSE;2/5/2019;Jornada de vacunación Aquí te presentamos las sedes por día #izcalli #Edomex #vacunacioncovid19 #SARSCoV2;Twitter Web App;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3055;1990;37;FALSE;1/11/2010;La segunda síndica de Cuautitlán #Izcalli, Ivonne Blanco Calderón, enfatizó que se debe informar puntualmente a la ciudadanía los motivos por los cuales el @GobIzcalli… Checa la nota completa 👇🏻;Twitter for iPhone;FALSE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;843;1211;1;FALSE;31/12/2020;Se rumora en pasillos que @karlafiesco tiene un romance con la directora del @DIFIzcalli2022 !! ✂️✂️✂️ #izcalli;Twitter for Android;TRUE;
Continuamos Mx;México;"Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx";27/12/2010;10722;8957;78;FALSE;27/12/2010;REALIZAN CAMBIOS EN LA ADMINISTRACIÓN MUNICIPAL DE CUAUTITLÁN IZCALLI  #Izcalli #CuautitlánIzcalli @KarlaFiesco @GobIzcalli;Twitter for iPhone;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;554;746;4;FALSE;2/5/2019;#ServicioALaComunidad Se solicita de su apoyo para localizar a PAOLA MONSERRAT MENDOZA ALVARADO, fue vista por última vez en calles del Sabino, Cuautitlán #Izcalli Cualquier información comunicarse a los números de emergencias. #Edomex #ProtocoloAlba;Twitter Web App;FALSE;
Álvaro Herrera; Izcalli, Estado de México. ;👉Politólogo/Mexiquense. 👉Secretario Gral. de MC en Izcalli. 👉Integrante de la Coordinadora Ciudadana Nacional. 👉Asesor político y analista político.;25/5/2011;2050;706;2;FALSE;25/5/2011;Con pena me entero de que nuestro querido #Izcalli se encuentra en 4° lugar a nivel Nacional en la percepción de inseguridad. Creo que es la primera vez que Izcalli ocupa tan penoso lugar. Tenemos un ayuntamiento débil, un gobernador indiferente y un gobierno federal mediocre.🤦‍♂️ RT @izcaheroes: Con twitts la administración de @KarlaFiesco quiere limpiar la podrida imagen de @SPublicaIzcalli después de qué el gobierno de Cuautitlán Izcalli se colocará en 4° lugar a nivel nacional de percepción de inseguridad. #izcalli #somosfuturo #edomex;Twitter for Android;FALSE;
Omar Tapia Informa;;;18/3/2016;711;69;2;FALSE;18/3/2016;Primer relevo importante en 4 Direcciones en la Administración municipal de Cuautitlán #Izcalli, ahora ocupadas todas por MUJERES. AQUÍ mi COLUMNA de este VIERNES 22 de abril. Gracias por leer…;Twitter for iPhone;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;504;1;FALSE;18/1/2022;Veamos qué pasa ... #izcalli;Twitter for Android;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6790;6058;52;FALSE;6/10/2012;"Seguramente organizará una jornada de limpieza con los polecias y soldados y un show en la explana municipal de nuevo. #izcalli RT @KarlaFiesco: Les comparto que hace unos momentos llevamos a cabo la ""Reunión de Coordinación Territorial para la Construcción de la Paz Región VIII"". Agradezco a quienes nos acompañan cada día y seguir trabajando por la seguridad de las y los izcallenses.#SomosFuturo #IzcalliSeguro";Twitter for Android;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;504;1;FALSE;18/1/2022;"Les comparto que hace unos momentos llevamos a cabo la ""Reunión para la reconstrucción de la Paz Región XXX"". Acordamos no subir las cuotas de mordidas esto en beneficio de las y nos izcallenses. #SomosFuturo #izcalli #IzcalliSeguro";Twitter for Android;FALSE;
aeliusz22;;;9/5/2020;14;230;2;FALSE;9/5/2020;"Pero @KarlaFiesco, se ha vendido varias veces para ser presidenta municipal, según ella tenía la solución a los problemas; probablemente se ocupa en pensar en una diputación o algo así. No se ve mejora ni cambio #Izcalli RT @maggyemg: @izcaheroes @RicardoNAyala1 @KarlaFiesco Señorones hoyos,alumbrado público,poda de árboles,robos a autos y casas, inseguridad, tope y enseguida hoyo, fugas de agua pero escasez en casas,falta de señalamientos viales, tepojaco un pueblo abandonado de semáforos pero eso si topes no nos faltan increíble la lista y más.";Twitter for Android;TRUE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;554;746;4;FALSE;2/5/2019;🏥Centro de Salud Santa Bárbara 📍Francisco Salgado s/n. Santa Bárbara. Cuautitlán #Izcalli 🕖JORNADA ESPECIAL SÁBADO 23 y DOMINGO 24 DE ABRIL. 🌀Servicio Gratuito. 😷Uso obligatorio de cubrebocas. ❗️TE ESPERAMOS❗️ #Edomex #vacunaciónintensiva #SARSCoV2 #COVID19;Twitter Web App;TRUE;
